time,Eating,Eggs,Hunting,JPO_egg_counter,Mating,Swimming,boxnumber,day,eggnumber,gonad_identifyer,gonad_maturity,gonad_weight,identifyer,length,liver_co,liver_identifyer,mass,oxygen,prey_availability,rep_cyc,res_box,sex,sex_gon,stc_identifyer,stc_prey_count,stc_variable,temperature
0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,1001.0,442.0,,,715.0,,,1.0,13.0,1.0,,,,,
0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,1002.0,442.0,,,715.0,,,1.0,13.0,0.0,,,,,
0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,,,,,,,,,100.0,0.0,,,,,,,,10.0
0.0,0.0,0.0,0.0,,0.0,0.0,25.0,0.0,,,,,,,,,,100.0,0.0,,,,,,,,10.0
0.0,0.0,0.0,0.0,,0.0,0.0,37.0,0.0,,,,,,,,,,100.0,0.0,,,,,,,,10.0
0.0,0.0,0.0,0.0,,0.0,0.0,13.0,0.0,,,,,,,,,,100.0,0.0,,,,,,,,10.0
0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,1001.0,0.0,1.0,
0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,1002.0,0.0,1.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1001.0,0.0,0.0,,,,,,,,,,,1.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1002.0,0.0,0.0,,,,,,,,,,,0.0,,,,
0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,1001.0,,,,,,,,,,,
0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,1002.0,,,,,,,,,,,
16800.0,73.0,0.0,18.0,,0.0,23747.0,,,,,,,1002.0,445.0550596015182,,,734.8271099998688,,,1.0,13.0,0.0,,,,,
16800.0,73.0,0.0,18.0,,0.0,23747.0,,,,,,,1001.0,443.6163117435176,,,723.522949999973,,,1.0,13.0,1.0,,,,,
16800.0,73.0,0.0,18.0,,0.0,23747.0,25.0,7.0,,,,,,,,,,70.0,193.0,,,,,,,,7.0
16800.0,73.0,0.0,18.0,,0.0,23747.0,13.0,7.0,,,,,,,,,,99.0,652.0,,,,,,,,6.0
16800.0,73.0,0.0,18.0,,0.0,23747.0,1.0,7.0,,,,,,,,,,83.0,2317.0,,,,,,,,6.0
16800.0,73.0,0.0,18.0,,0.0,23747.0,37.0,7.0,,,,,,,,,,67.0,2317.0,,,,,,,,8.0
16800.0,73.0,0.0,18.0,,0.0,23747.0,,,,,,,,,,,,,,,,,,1001.0,62.335000000000015,1.0,
16800.0,73.0,0.0,18.0,,0.0,23747.0,,,,,,,,,,,,,,,,,,1002.0,78.15599999999999,1.0,
16800.0,73.0,0.0,18.0,0.0,0.0,23747.0,,,0.0,1002.0,0.0,0.0,,,,,,,,,,,0.0,,,,
16800.0,73.0,0.0,18.0,0.0,0.0,23747.0,,,0.0,1001.0,0.0,0.0,,,,,,,,,,,1.0,,,,
16800.0,73.0,0.0,18.0,,0.0,23747.0,,,,,,,,,1.3828731059203712,1002.0,,,,,,,,,,,
16800.0,73.0,0.0,18.0,,0.0,23747.0,,,,,,,,,1.0431533436816538,1001.0,,,,,,,,,,,
33600.0,151.0,0.0,35.0,,0.0,51581.0,,,,,,,1002.0,446.65024655364545,,,743.7812299998355,,,1.0,13.0,0.0,,,,,
33600.0,151.0,0.0,35.0,,0.0,51581.0,,,,,,,1001.0,445.9021298068585,,,737.9183099998944,,,1.0,13.0,1.0,,,,,
33600.0,151.0,0.0,35.0,,0.0,51581.0,25.0,14.0,,,,,,,,,,70.0,193.0,,,,,,,,7.0
33600.0,151.0,0.0,35.0,,0.0,51581.0,1.0,14.0,,,,,,,,,,83.0,2317.0,,,,,,,,6.0
33600.0,151.0,0.0,35.0,,0.0,51581.0,13.0,14.0,,,,,,,,,,99.0,574.0,,,,,,,,6.0
33600.0,151.0,0.0,35.0,,0.0,51581.0,37.0,14.0,,,,,,,,,,67.0,2317.0,,,,,,,,8.0
33600.0,151.0,0.0,35.0,,0.0,51581.0,,,,,,,,,,,,,,,,,,1001.0,124.43599999999996,1.0,
33600.0,151.0,0.0,35.0,,0.0,51581.0,,,,,,,,,,,,,,,,,,1002.0,128.97299999999993,1.0,
33600.0,151.0,0.0,35.0,0.0,0.0,51581.0,,,0.0,1001.0,0.0,0.0,,,,,,,,,,,1.0,,,,
33600.0,151.0,0.0,35.0,0.0,0.0,51581.0,,,0.0,1002.0,0.0,0.0,,,,,,,,,,,0.0,,,,
33600.0,151.0,0.0,35.0,,0.0,51581.0,,,,,,,,,4.283764087948967,1001.0,,,,,,,,,,,
