time,Eating,Eggs,Hunting,JPO_egg_counter,Mating,Swimming,boxnumber,day,eggnumber,gonad_identifyer,gonad_maturity,gonad_weight,identifyer,length,liver_co,liver_identifyer,mass,oxygen,prey_availability,rep_cyc,res_box,sex,sex_gon,stc_identifyer,stc_prey_count,stc_variable,temperature
0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,1005.0,442.0,,,715.0,,,1.0,13.0,1.0,,,,,
0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,1006.0,442.0,,,715.0,,,1.0,13.0,0.0,,,,,
0.0,0.0,0.0,0.0,,0.0,0.0,37.0,0.0,,,,,,,,,,100.0,0.0,,,,,,,,10.0
0.0,0.0,0.0,0.0,,0.0,0.0,25.0,0.0,,,,,,,,,,100.0,0.0,,,,,,,,10.0
0.0,0.0,0.0,0.0,,0.0,0.0,13.0,0.0,,,,,,,,,,100.0,0.0,,,,,,,,10.0
0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,,,,,,,,,100.0,0.0,,,,,,,,10.0
0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,1005.0,0.0,1.0,
0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,1006.0,0.0,1.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1005.0,0.0,0.0,,,,,,,,,,,1.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1006.0,0.0,0.0,,,,,,,,,,,0.0,,,,
0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,1006.0,,,,,,,,,,,
0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,1005.0,,,,,,,,,,,
16800.0,76.0,0.0,16.0,,0.0,26665.0,,,,,,,1005.0,443.27922556467604,,,720.1987800000182,,,1.0,13.0,1.0,,,,,
16800.0,76.0,0.0,16.0,,0.0,26665.0,,,,,,,1006.0,444.5321541427585,,,730.5338799999137,,,1.0,13.0,0.0,,,,,
16800.0,76.0,0.0,16.0,,0.0,26665.0,1.0,7.0,,,,,,,,,,83.0,2317.0,,,,,,,,6.0
16800.0,76.0,0.0,16.0,,0.0,26665.0,37.0,7.0,,,,,,,,,,67.0,2317.0,,,,,,,,8.0
16800.0,76.0,0.0,16.0,,0.0,26665.0,13.0,7.0,,,,,,,,,,99.0,649.0,,,,,,,,6.0
16800.0,76.0,0.0,16.0,,0.0,26665.0,25.0,7.0,,,,,,,,,,70.0,193.0,,,,,,,,7.0
16800.0,76.0,0.0,16.0,,0.0,26665.0,,,,,,,,,,,,,,,,,,1005.0,44.446999999999996,1.0,
16800.0,76.0,0.0,16.0,,0.0,26665.0,,,,,,,,,,,,,,,,,,1006.0,64.24599999999997,1.0,
16800.0,76.0,0.0,16.0,0.0,0.0,26665.0,,,0.0,1005.0,0.0,0.0,,,,,,,,,,,1.0,,,,
16800.0,76.0,0.0,16.0,0.0,0.0,26665.0,,,0.0,1006.0,0.0,0.0,,,,,,,,,,,0.0,,,,
16800.0,76.0,0.0,16.0,,0.0,26665.0,,,,,,,,,1.517306789696262,1006.0,,,,,,,,,,,
16800.0,76.0,0.0,16.0,,0.0,26665.0,,,,,,,,,0.7833718789214067,1005.0,,,,,,,,,,,
33600.0,185.0,0.0,33.0,,0.0,54679.0,,,,,,,1006.0,446.1408261431716,,,740.2003599998664,,,1.0,13.0,0.0,,,,,
33600.0,185.0,0.0,33.0,,0.0,54679.0,,,,,,,1005.0,444.896270180497,,,729.9042599999651,,,1.0,13.0,1.0,,,,,
33600.0,185.0,0.0,33.0,,0.0,54679.0,25.0,14.0,,,,,,,,,,70.0,193.0,,,,,,,,7.0
33600.0,185.0,0.0,33.0,,0.0,54679.0,13.0,14.0,,,,,,,,,,99.0,540.0,,,,,,,,6.0
33600.0,185.0,0.0,33.0,,0.0,54679.0,37.0,14.0,,,,,,,,,,67.0,2317.0,,,,,,,,8.0
33600.0,185.0,0.0,33.0,,0.0,54679.0,1.0,14.0,,,,,,,,,,83.0,2317.0,,,,,,,,6.0
33600.0,185.0,0.0,33.0,,0.0,54679.0,,,,,,,,,,,,,,,,,,1005.0,102.71299999999998,1.0,
33600.0,185.0,0.0,33.0,,0.0,54679.0,,,,,,,,,,,,,,,,,,1006.0,117.14299999999996,1.0,
33600.0,185.0,0.0,33.0,0.0,0.0,54679.0,,,0.0,1006.0,0.0,0.0,,,,,,,,,,,0.0,,,,
33600.0,185.0,0.0,33.0,0.0,0.0,54679.0,,,0.0,1005.0,0.0,0.0,,,,,,,,,,,1.0,,,,
33600.0,185.0,0.0,33.0,,0.0,54679.0,,,,,,,,,3.9568352755962164,1006.0,,,,,,,,,,,
33600.0,185.0,0.0,33.0,,0.0,54679.0,,,,,,,,,2.3844366069251084,1005.0,,,,,,,,,,,
50400.0,337.0,0.0,52.0,,0.0,86810.0,,,,,,,1005.0,446.13551421493514,,,735.5813899999725,,,1.0,13.0,1.0,,,,,
50400.0,337.0,0.0,52.0,,0.0,86810.0,,,,,,,1006.0,447.5435506225432,,,747.7125199998469,,,1.0,13.0,0.0,,,,,
50400.0,337.0,0.0,52.0,,0.0,86810.0,25.0,21.0,,,,,,,,,,70.0,193.0,,,,,,,,7.0
50400.0,337.0,0.0,52.0,,0.0,86810.0,37.0,21.0,,,,,,,,,,67.0,2317.0,,,,,,,,8.0
50400.0,337.0,0.0,52.0,,0.0,86810.0,1.0,21.0,,,,,,,,,,83.0,2317.0,,,,,,,,6.0
